Name,Party,Chamber,State,Ticker,Date,Buy,Sell
Ro Khanna,Democrat,House,CA,ENPH,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,AAP,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,TRV,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,VTRS,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,LYB,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,UNP,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,HSBC,2023-3-9,True,False
Ro Khanna,Democrat,House,CA,MA,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,LIN,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,ABB,2023-3-9,True,False
Ro Khanna,Democrat,House,CA,ELAN,2023-3-2,True,False
Ro Khanna,Democrat,House,CA,WST,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,BNPQY,2023-3-9,True,False
Ro Khanna,Democrat,House,CA,MRNA,2023-3-13,True,False
Ro Khanna,Democrat,House,CA,ELAN,2023-3-12,True,False
Ro Khanna,Democrat,House,CA,ING,2023-3-9,True,False
Ro Khanna,Democrat,House,CA,SMFG,2023-3-9,True,False
Ro Khanna,Democrat,House,CA,CMPGY,2023-3-9,True,False
Ro Khanna,Democrat,House,CA,TAK,2023-3-9,True,False
Ro Khanna,Democrat,House,CA,XSP,2023-2-28,False,True
Ro Khanna,Democrat,House,CA,XSP,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,XSP,2023-3-29,False,True
Ro Khanna,Democrat,House,CA,XSP,2023-3-7,False,True
Ro Khanna,Democrat,House,CA,XSP,2023-3-22,False,True
Ro Khanna,Democrat,House,CA,PFE,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,BMY,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,CVS,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,BRK/B,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,AMZN,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,DIS,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,INTU,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,AMT,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,PM,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,SIEGY,2023-3-9,False,True
Ro Khanna,Democrat,House,CA,NSC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,KDP,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,SCHW,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,ABBV,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,PNC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,ACN,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,PAYX,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,FITB,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,ADBE,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,STZ,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,IQV,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,REGN,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,MMM,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,USB,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,CCI,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,STM,2023-3-9,False,True
Ro Khanna,Democrat,House,CA,ALL,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,EQR,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,RSG,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,DD,2023-3-12,False,True
Ro Khanna,Democrat,House,CA,HBAN,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,COR,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,MMC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,CSGP,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,AZO,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,SHW,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,PRU,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,TMO,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,AIG,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,MAA,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,MRK,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,WFC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,MKC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,DELL,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,PEAK,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,DG,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,CHTR,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,N/A,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,FIS,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,CFG,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,MOH,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,RJF,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,BXP,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,DOW,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,MTD,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,DD,2023-3-28,False,True
Ro Khanna,Democrat,House,CA,HSIC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,PSTG,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,BLK,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,WDC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,FCX,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,NVO,2023-3-9,False,True
Ro Khanna,Democrat,House,CA,VRTX,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,ALB,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,BMRN,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,VRSN,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,LH,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,ARE,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,HRL,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,KHC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,AMED,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,EL,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,ETSY,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,VNO,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,UHS,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,PAYC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,CPT,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,SBAC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,DOCU,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,RVTY,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,ELV,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,INCY,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,CPRI,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,EHC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,HOG,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,MAT,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,TRMB,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,HR,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,EPAM,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,RITM,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,KRC,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,LYV,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,IONS,2023-3-13,False,True
Ro Khanna,Democrat,House,CA,CBRE,2023-3-13,False,True
